Azimuth,Vertical_dB,Horizontal_dB
-180,-9.81311742021084,-10.7188167682247
-179.9,-9.81881299296555,-10.7188167682247
-179.8,-9.84343536723751,-10.7188167682247
-179.7,-9.87224433578114,-10.7188167682247
-179.6,-9.89291828058021,-10.7188167682247
-179.5,-9.91188763503543,-10.7188167682247
-179.4,-9.93913047024077,-10.7188167682247
-179.3,-10.0133230257111,-10.7188167682247
-179.2,-10.1270001997311,-10.7188167682247
-179.1,-10.2015661794646,-10.7188167682247
-179,-10.2288773305042,-10.7188167682247
-178.9,-10.2478640138539,-10.7188167682247
-178.8,-10.2680982280017,-10.7188167682247
-178.7,-10.2884948874185,-10.7188167682247
-178.6,-10.3102587521815,-10.7188167682247
-178.5,-10.3393785532112,-10.7188167682247
-178.4,-10.3826479239644,-10.7377863930785
-178.3,-10.4321528086036,-10.7635533323576
-178.2,-10.4793059362058,-10.7963123505066
-178.1,-10.5288331114316,-10.8456258864989
-178,-10.5726119813064,-10.893919683697
-177.9,-10.6015057902367,-10.9234853196236
-177.8,-10.6212578691485,-10.9432373985354
-177.7,-10.6430267647866,-10.9650062941735
-177.6,-10.6842729611461,-11.0018810357321
-177.5,-10.7436002479082,-11.0531011944546
-177.4,-10.778355606541,-11.0972738250662
-177.3,-10.778792866941,-11.1239517908333
-177.2,-10.778792866941,-11.1449147126095
-177.1,-10.7788265973097,-11.1657718687348
-177,-10.8166158649673,-11.1882663290071
-176.9,-10.8810543064461,-11.2107607892793
-176.8,-10.9075846786958,-11.2331887706899
-176.7,-10.9075846786958,-11.2536436744467
-176.6,-10.9075846786958,-11.2752505053598
-176.5,-10.9107141876561,-11.3038994344182
-176.4,-10.9535526609864,-11.3467005547433
-176.3,-11.0125785434717,-11.3961677453341
-176.2,-11.0486006381447,-11.4433372216898
-176.1,-11.0714064952609,-11.492866100183
-176,-11.0916327909089,-11.537077229705
-175.9,-11.1130320282822,-11.5665588118628
-175.8,-11.1332964252816,-11.5864555203945
-175.7,-11.1569731704312,-11.6079384892726
-175.6,-11.1932206566357,-11.6419917076458
-175.5,-11.2442697480659,-11.6888673398414
-175.4,-11.2891324241447,-11.7378882003151
-175.3,-11.316239281007,-11.7829882874327
-175.2,-11.3373181360499,-11.8279772079772
-175.1,-11.3580778506183,-11.8729661285217
-175,-11.3805719109423,-11.921301823406
-174.9,-11.4030663712145,-11.9692703608393
-174.8,-11.4255608314868,-12.0059413266419
-174.7,-11.448055291759,-12.0287148538328
-174.6,-11.4705497520312,-12.0481232430029
-174.5,-11.4930442123035,-12.0752597341069
-174.4,-11.5155386725757,-12.1175757194399
-174.3,-11.5380331328479,-12.1669883314184
-174.2,-11.5601680988431,-12.2141894960987
-174.1,-11.5804001707893,-12.2637031932953
-174,-11.6030758390311,-12.3083296979006
-173.9,-11.6340336116312,-12.3384096707551
-173.8,-11.6766885413329,-12.3584678934705
-173.7,-11.7272626869739,-12.3796818201527
-173.6,-11.7930758113599,-12.4149190268024
-173.5,-11.8812242847836,-12.4657632818125
-173.4,-11.9361360717756,-12.5112822342307
-173.3,-11.937919172734,-12.5376172975989
-173.2,-11.937919172734,-12.5568994968702
-173.1,-11.937919172734,-12.5803512947667
-173,-11.9964376597478,-12.6141347876809
-172.9,-12.1182137603994,-12.6583875871195
-172.8,-12.1984988411865,-12.7166981038038
-172.7,-12.2236540507077,-12.8413561977291
-172.6,-12.2413999136867,-12.984232006144
-172.5,-12.2669406644205,-13.0326495726496
-172.4,-12.3062061215939,-13.0326495726496
-172.3,-12.3547685751219,-13.0326495726496
-172.2,-12.4088989647796,-13.0344789033262
-172.1,-12.4721515937133,-13.0541230867849
-172,-12.5436874151952,-13.0834053469073
-171.9,-12.626125388574,-13.1092586741751
-171.8,-12.7324018918577,-13.1338748561843
-171.7,-12.8210780272805,-13.1586241801039
-171.6,-12.8574493047129,-13.1835653463626
-171.5,-12.8748887089592,-13.2087570553888
-171.4,-12.8963458840546,-13.2342580076113
-171.3,-12.9530388783063,-13.2601269034586
-171.2,-13.054774957317,-13.2864224433593
-171.1,-13.1542138723645,-13.3132033277419
-171,-13.2268779262094,-13.3405282570351
-170.9,-13.29232172796,-13.3684559316675
-170.8,-13.3577630051704,-13.3970450520676
-170.7,-13.4252463859871,-13.426354318664
-170.6,-13.4927297668038,-13.4564424318854
-170.5,-13.5601068051381,-13.4873680921603
-170.4,-13.624929099421,-13.5191899999174
-170.3,-13.691370836027,-13.5519668555851
-170.2,-13.7658465846173,-13.5857573595921
-170.1,-13.8468800483167,-13.6206202123671
-170,-13.9400308930007,-13.6566141143385
-169.9,-14.0568553108844,-13.6956390620591
-169.8,-14.2131249568317,-13.7449539723045
-169.7,-14.3835519763715,-13.7912930164646
-169.6,-14.5473338113738,-13.8215955932708
-169.5,-14.7174862042895,-13.8436337951698
-169.4,-14.8674786702559,-13.8639535483602
-169.3,-14.9746180248754,-13.885232087529
-169.2,-15.0585232576006,-13.9056687367024
-169.1,-15.1449683380609,-13.9303788467854
-169,-15.2525936048991,-13.9697692848322
-168.9,-15.3705174273335,-14.0213000306646
-168.8,-15.480415147141,-14.0632008675907
-168.7,-15.5656947668197,-14.0939807338236
-168.6,-15.6458731746539,-14.1189405353089
-168.5,-15.7577384669691,-14.1273799725652
-168.4,-15.9755651630611,-14.1273799725652
-168.3,-16.2368737371547,-14.1273799725652
-168.2,-16.4204553235055,-14.1273799725652
-168.1,-16.5266853525998,-14.1273799725652
-168,-16.6258244202643,-14.1273799725652
-167.9,-16.7834173134244,-14.1273799725652
-167.8,-17.053754923243,-14.1273799725652
-167.7,-17.3257751020722,-14.1273799725652
-167.6,-17.4847233017935,-14.1273799725652
-167.5,-17.5797067423746,-14.1273799725652
-167.4,-17.6872937966487,-14.1273799725652
-167.3,-17.9226160176742,-14.1273799725652
-167.2,-18.3213725711958,-14.1273799725652
-167.1,-18.6157771965412,-14.1273799725652
-167,-18.681261037885,-14.1142584994397
-166.9,-18.7123391205398,-14.0820559410989
-166.8,-18.7614835754981,-14.063008013203
-166.7,-18.9333203816888,-14.0629840666878
-166.6,-19.2228975331431,-14.0629840666878
-166.5,-19.4968249131504,-14.0628131372488
-166.4,-19.7155036556804,-14.0474921582047
