Azimuth,Vertical_dB,Horizontal_dB
-180,-8.12566160177271,-3.81469327661242
-179.9,-8.12566160177271,-3.81469327661242
-179.8,-8.12566160177271,-3.81469327661242
-179.7,-8.12566160177271,-3.81469327661242
-179.6,-8.12566160177271,-3.81469327661242
-179.5,-8.12566160177271,-3.81469327661242
-179.4,-8.12566160177271,-3.81469327661242
-179.3,-8.12566160177271,-3.81469327661242
-179.2,-8.12566160177271,-3.82065764641844
-179.1,-8.12566160177271,-3.82284425451092
-179,-8.12566160177271,-3.82284425451092
-178.9,-8.12566160177271,-3.82284425451092
-178.8,-8.12645060784079,-3.82284425451092
-178.7,-8.14903419671485,-3.82284425451092
-178.6,-8.18971467280336,-3.82284425451092
-178.5,-8.23259835500853,-3.82284425451092
-178.4,-8.28473951536208,-3.82284425451092
-178.3,-8.34246075206239,-3.82284425451092
-178.2,-8.39758209170262,-3.82284425451092
-178.1,-8.45306704137324,-3.82284425451092
-178,-8.50626573323384,-3.82284425451092
-177.9,-8.55293646453624,-3.82284425451092
-177.8,-8.59413528237207,-3.82284425451092
-177.7,-8.63661752903372,-3.82284425451092
-177.6,-8.68609254378674,-3.82809641316406
-177.5,-8.74063862620384,-3.84329340562597
-177.4,-8.79586668039871,-3.85344500864486
-177.3,-8.84864127599524,-3.85357866413422
-177.2,-8.90118197776002,-3.85357866413422
-177.1,-8.95706486145628,-3.85357866413422
-177,-9.01916192605794,-3.85357866413422
-176.9,-9.08503897696257,-3.85357866413422
-176.8,-9.15046691991136,-3.85357866413422
-176.7,-9.21488287432732,-3.85357866413422
-176.6,-9.27929882874326,-3.85357866413422
-176.5,-9.34371478315921,-3.85357866413422
-176.4,-9.40813073757516,-3.85357866413422
-176.3,-9.47254669199111,-3.85357866413422
-176.2,-9.53729586171683,-3.85357866413422
-176.1,-9.60348465095159,-3.85357866413422
-176,-9.66759688118729,-3.85357866413422
-175.9,-9.72536992255008,-3.85680915234612
-175.8,-9.77735919902973,-3.87126465292279
-175.7,-9.83038085569358,-3.88344891709425
-175.6,-9.89036934420719,-3.88431307375752
-175.5,-9.95552205172656,-3.88431307375752
-175.4,-10.021512462024,-3.88431307375752
-175.3,-10.0850919890892,-3.88431307375752
-175.2,-10.1482920139825,-3.88431307375752
-175.1,-10.2147429019722,-3.88431307375752
-175,-10.2862550762161,-3.88431307375752
-174.9,-10.3617873233635,-3.88431307375752
-174.8,-10.4408771724049,-3.88448340236912
-174.7,-10.5282737833409,-3.89481982168372
-174.6,-10.6174226969401,-3.90997450680083
-174.5,-10.6953852951278,-3.91504748338082
-174.4,-10.7600078762262,-3.91504748338082
-174.3,-10.8213926083771,-3.91504748338082
-174.2,-10.8893287761371,-3.91504748338082
-174.1,-10.9640764089492,-3.91504748338082
-174,-11.0409788045047,-3.91504748338082
-173.9,-11.1164941437164,-3.91788254737782
-173.8,-11.191646090535,-3.93210678900959
-173.7,-11.2667980373536,-3.94467627268899
-173.6,-11.3426511604647,-3.94578189300412
-173.5,-11.4194516415661,-3.94578189300412
-173.4,-11.4932063364113,-3.94578189300412
-173.3,-11.5581091357146,-3.94578189300412
-173.2,-11.6175459436338,-3.94578189300412
-173.1,-11.6867325329953,-3.94578189300412
-173,-11.7888095054074,-3.95141079527538
-172.9,-11.9098557813009,-3.96456600073251
-172.8,-12.0041825487036,-3.97746258908381
-172.7,-12.0583116871044,-3.99091580153986
-172.6,-12.1037879661752,-4.00333614220211
-172.5,-12.1709444172471,-4.00725071225071
-172.4,-12.2958431377296,-4.00725071225071
-172.3,-12.4423006632028,-4.00725071225071
-172.2,-12.5561438557288,-4.00725071225071
-172.1,-12.6422269469134,-4.00725071225071
-172,-12.7229155653452,-4.00725071225071
-171.9,-12.8153439454207,-4.00725071225071
-171.8,-12.9231907028339,-4.00725071225071
-171.7,-13.0179694090235,-4.00725071225071
-171.6,-13.0744211206689,-4.00725071225071
-171.5,-13.1097373457743,-4.00725071225071
-171.4,-13.152438832993,-4.00725071225071
-171.3,-13.2398816148644,-4.01607235081544
-171.2,-13.3801546563464,-4.04276462816246
-171.1,-13.523515027563,-4.06731905917885
-171,-13.6455707446899,-4.0799957018968
-170.9,-13.7638572901437,-4.08997457782794
-170.8,-13.8782079439992,-4.09995251661918
-170.7,-13.9862546804031,-4.11068850902184
-170.6,-14.091419882184,-4.1214245014245
-170.5,-14.2011291638047,-4.13216049382716
-170.4,-14.3178398831512,-4.14289648622982
-170.3,-14.4375347547746,-4.15363247863248
-170.2,-14.5565012860158,-4.16436847103514
-170.1,-14.6762636125828,-4.1751044634378
-170,-14.7945161592129,-4.18584045584046
-169.9,-14.9070278166359,-4.19657644824311
-169.8,-15.0129814528232,-4.20731244064577
-169.7,-15.1191359466518,-4.21804843304843
-169.6,-15.2332207046309,-4.22878442545109
-169.5,-15.3551488868677,-4.23952041785375
-169.4,-15.4728219257251,-4.25025641025641
-169.3,-15.5747109987004,-4.26099240265907
-169.2,-15.6662359484487,-4.27172839506173
-169.1,-15.7643844493035,-4.28246438746439
-169,-15.8970765734929,-4.29254177994756
-168.9,-16.0480460921647,-4.30242045427259
-168.8,-16.1477136466346,-4.31469860749229
-168.7,-16.1824922987953,-4.33483730170906
-168.6,-16.2054428878258,-4.35942113003319
-168.5,-16.2502662765383,-4.37808092097314
-168.4,-16.4345939652263,-4.38982626109162
-168.3,-16.7002188681922,-4.39956984880693
-168.2,-16.8980461836727,-4.40973326987705
-168.1,-17.0337285595972,-4.41942453008694
-168,-17.1532886838093,-4.42997381293881
-167.9,-17.2740953871794,-4.44471837126365
-167.8,-17.3924767561385,-4.46795663516284
-167.7,-17.5090179768858,-4.49132468399947
-167.6,-17.6263683265724,-4.50595365775814
-167.5,-17.7429288938133,-4.51548734994254
-167.4,-17.8617524683421,-4.52567537451988
-167.3,-17.9906340657759,-4.54268757810056
-167.2,-18.1296704159584,-4.56700505040929
-167.1,-18.251239257913,-4.58857540820884
-167,-18.3371196629843,-4.60070274642048
-166.9,-18.4063418116639,-4.60944526005161
-166.8,-18.480466543663,-4.62142879198161
-166.7,-18.5741853959609,-4.6476832006407
-166.6,-18.6760995705767,-4.6849523915278
-166.5,-18.7685768428142,-4.71682175231502
-166.4,-18.8454306921828,-4.73966321990026
-166.3,-18.9173141614931,-4.75997928891112
-166.2,-18.9955433074578,-4.78095288689167
-166.1,-19.0950755262885,-4.80447485629626
-166,-19.1865235855714,-4.82648627323452
-165.9,-19.2319305530451,-4.84202303958884
-165.8,-19.249755626126,-4.851985212927
-165.7,-19.2674992231073,-4.86167700097883
-165.6,-19.3295623018394,-4.87643122839084
-165.5,-19.5124130749233,-4.89798846873703
-165.4,-19.667092224767,-4.92159703212221
-165.3,-19.681799620133,-4.94283634851991
-165.2,-19.681799620133,-4.96307077177765
-165.1,-19.681799620133,-4.98550613126615
-165,-19.681799620133,-5.01459664537736
-164.9,-19.681799620133,-5.04954019842334
-164.8,-19.681799620133,-5.0810866307318
-164.7,-19.6778359354727,-5.10384416793451
-164.6,-19.6663305797355,-5.1234309785294
-164.5,-19.6497556185738,-5.14615466698354
-164.4,-19.6055235580374,-5.17765911004753
-164.3,-19.5403174855189,-5.21260934320059
-164.2,-19.4894941783612,-5.24168826462239
-164.1,-19.4567305789721,-5.2629416665022
-164,-19.4272851864434,-5.28276094482327
-163.9,-19.3921868018311,-5.30759166512883
-163.8,-19.3499462844077,-5.34098123440915
-163.7,-19.3051548749402,-5.3752273842766
-163.6,-19.2620501621244,-5.4019828404344
-163.5,-19.2205501826396,-5.42351600374748
-163.4,-19.1772211969068,-5.4436950775466
-163.3,-19.1308527455697,-5.46423205895098
-163.2,-19.0832253788998,-5.48360436481551
-163.1,-19.0236229483262,-5.50643940491371
-163,-18.9304090555773,-5.53969174738004
-162.9,-18.7938737699774,-5.58471440595982
-162.8,-18.6512729471541,-5.63137379680623
-162.7,-18.5232056640843,-5.67554526479233
-162.6,-18.3955768140749,-5.71992144728683
-162.5,-18.2644189209251,-5.76009741168668
-162.4,-18.1270616946468,-5.79412737374875
-162.3,-17.9861008814264,-5.82518734657277
-162.2,-17.8454651000108,-5.85655939608663
-162.1,-17.7027335684994,-5.887515827251
-162,-17.5617888330884,-5.91917912280678
-161.9,-17.4312401010524,-5.95515346383151
-161.8,-17.3146044414267,-5.99900772339761
-161.7,-17.1998425518353,-6.0440300474007
-161.6,-17.0729697864282,-6.08202951329015
-161.5,-16.9321948016346,-6.11442857492511
-161.4,-16.7893982181578,-6.14524472384092
-161.3,-16.6492538539936,-6.17678063245183
-161.2,-16.501516376574,-6.20762016174241
-161.1,-16.384349092244,-6.2405536319433
-161,-16.3269618821956,-6.27901948602951
-160.9,-16.294513646909,-6.32273529222468
-160.8,-16.2495769030406,-6.36732869180635
-160.7,-16.1138080037372,-6.41031813865147
-160.6,-15.8734054310643,-6.4532621082621
-160.5,-15.6575596824095,-6.49620607787273
-160.4,-15.5147787674768,-6.53915004748337
-160.3,-15.3917571144189,-6.582094017094
-160.2,-15.2714725869349,-6.62503798670465
-160.1,-15.1531855703331,-6.66798195631528
-160,-15.0372029417238,-6.71092592592592
-159.9,-14.9133330345045,-6.75480623530733
-159.8,-14.7482263419339,-6.8101745957788
-159.7,-14.6095083128391,-6.85586316299947
-159.6,-14.581515266309,-6.86555080721748
-159.5,-14.594739718582,-6.86555080721748
-159.4,-14.6084670874876,-6.86555080721748
-159.3,-14.5853847091192,-6.8768909434132
-159.2,-14.4393544754526,-6.94140126544933
-159.1,-14.2410947112753,-7.02556152618688
-159,-14.0430095618296,-7.09984319072782
-158.9,-13.8065235153973,-7.17917559755993
-158.8,-13.5963730984671,-7.25290173880378
-158.7,-13.4421090167636,-7.31334997948674
-158.6,-13.3089707222091,-7.36701736281749
-158.5,-13.2295679809249,-7.41630525557984
-158.4,-13.204514356188,-7.45971731038682
-158.3,-13.1900584442273,-7.49975287758009
-158.2,-13.1618763928716,-7.54621895186154
-158.1,-13.0068696887065,-7.60954428420464
-158,-12.7640412255161,-7.67939130965416
-157.9,-12.5832213782649,-7.73723853951011
-157.8,-12.4708152448299,-7.7806494104704
-157.7,-12.3728000463728,-7.82068779579704
-157.6,-12.2643323647986,-7.86698017291666
-157.5,-12.1451110904307,-7.92185369638008
-157.4,-12.0253034662561,-7.97734910600208
-157.3,-11.9114719112913,-8.02536472106626
-157.2,-11.8005024781163,-8.06687188416196
-157.1,-11.6958154256102,-8.108840504813
-157,-11.6024921940231,-8.15809106267011
-156.9,-11.5188720909876,-8.21400495095749
-156.8,-11.4346483042018,-8.26814330919794
-156.7,-11.3273079336349,-8.31314242934711
-156.6,-11.2041151007604,-8.35306560108803
-156.5,-11.13819750594,-8.39765333961756
-156.4,-11.137633744856,-8.45792124820768
-156.3,-11.137633744856,-8.52798814461004
-156.2,-11.1373413844706,-8.5890545364814
-156.1,-11.0185663081962,-8.63407592824054
-156,-10.7946239014145,-8.67399869469806
-155.9,-10.6237187401918,-8.71858235428741
-155.8,-10.5188618487077,-8.77243954717454
-155.7,-10.4293162207021,-8.82845982235237
-155.6,-10.3376855317576,-8.87827756706092
-155.5,-10.2256894860501,-8.92184248899172
-155.4,-10.1389251590628,-8.96335488617113
-155.3,-10.1233982272871,-9.00537310909833
-155.2,-10.1233982272871,-9.0457161999473
-155.1,-10.1233982272871,-9.0892282063521
-155,-10.0844957045912,-9.14328225875281
-154.9,-9.90413825477844,-9.21021276223863
-154.8,-9.70199315859268,-9.27734679210363
-154.7,-9.56858775051443,-9.33809090603351
-154.6,-9.45151310199327,-9.39742261739491
-154.5,-9.36342530122607,-9.44301454241379
-154.4,-9.31255390753434,-9.46810691234858
-154.3,-9.27665874959736,-9.48556459527271
-154.2,-9.2316855686334,-9.50893257007307
-154.1,-9.15639119657448,-9.55441296352185
-154,-9.06242798229209,-9.61484222984106
-153.9,-8.97471456755436,-9.66920813732368
-153.8,-8.89814953393361,-9.71349790388874
-153.7,-8.82438695367728,-9.75511866724958
-153.6,-8.74991136435583,-9.79757184486504
-153.5,-8.67475941753722,-9.84230678394898
