Azimuth,Vertical_dB,Horizontal_dB
-180,-19.7215249619015,-13.6932953466287
-179.9,-19.7215249619015,-13.6932953466287
-179.8,-19.7215249619015,-13.6932953466287
-179.7,-19.7215249619015,-13.6932953466287
-179.6,-19.7215249619015,-13.6932953466287
-179.5,-19.6722647065455,-13.6932953466287
-179.4,-19.6201043638841,-13.6932953466287
-179.3,-19.5654095199764,-13.6932953466287
-179.2,-19.5085457608816,-13.6932953466287
-179.1,-19.4498900736717,-13.6934188406921
-179,-19.3910440689192,-13.7209307642804
-178.9,-19.3269827645335,-13.78005253041
-178.8,-19.2482474767246,-13.8482738428815
-178.7,-19.1321405304259,-13.9444352653853
-178.6,-19.0056035946091,-14.0539097383609
-178.5,-18.91240981996,-14.1400739385169
-178.4,-18.851427305387,-14.2031116733957
-178.3,-18.7916963196383,-14.2644090540657
-178.2,-18.7003352742617,-14.34578078812
-178.1,-18.5568777150115,-14.4585112296319
-178,-18.416386668617,-14.5586191589424
-177.9,-18.3307257324494,-14.6075711328436
-177.8,-18.2742496041027,-14.633773718477
-177.7,-18.210282819505,-14.6652560560804
-177.6,-18.0934310370547,-14.7358254391344
-177.5,-17.9226640200551,-14.8575176764781
-177.4,-17.7785100462716,-14.9909450358197
-177.3,-17.7023511253501,-15.1159009760817
-177.2,-17.6462199614658,-15.2467627029776
-177.1,-17.5782113094699,-15.3830302901409
-177,-17.4715580046138,-15.5367631431068
-176.9,-17.3457590180603,-15.6938510847195
-176.8,-17.2373901758551,-15.8172476463529
-176.7,-17.1571270112285,-15.8935619467223
-176.6,-17.0813939061196,-15.9637215177076
-176.5,-16.9846247573624,-16.0873206045942
-176.4,-16.8406481656231,-16.3970357820342
-176.3,-16.6983634312544,-16.7090074666077
-176.2,-16.6166531996298,-16.7952898380177
-176.1,-16.5740769293665,-16.8083968405114
-176,-16.5304736163948,-16.8210498717477
-175.9,-16.4403254748489,-16.8731274726026
-175.8,-16.2726365394769,-17.0219708954574
-175.7,-16.1127903224673,-17.1757511816822
-175.6,-16.0259833441757,-17.2602646668186
-175.5,-15.965734918744,-17.3209352934588
-175.4,-15.9050472916465,-17.3825251728482
-175.3,-15.8311464247564,-17.4524163882391
-175.2,-15.750977916836,-17.5270092052265
-175.1,-15.6614783983781,-17.6258399887495
-175,-15.5533198658187,-17.8085902244425
-174.9,-15.4325101466014,-18.053820882528
-174.8,-15.3192979420968,-18.2558732691553
-174.7,-15.2165247344299,-18.387909887544
-174.6,-15.119198085856,-18.5059615167553
-174.5,-15.0285756947732,-18.6555946797153
-174.4,-14.9476036446736,-18.8592440813156
-174.3,-14.8684744283178,-19.086856118342
-174.2,-14.7810951666719,-19.3076321466505
-174.1,-14.6858398298716,-19.5395579117082
-174,-14.5847977185179,-19.7506908937408
-173.9,-14.4764032409484,-19.9009250521885
-173.8,-14.3559371498464,-20.0102989438572
-173.7,-14.2412108068468,-20.1164231648979
-173.6,-14.1454883833279,-20.2457219262952
-173.5,-14.0592941275668,-20.3888979254172
-173.4,-13.9862157041081,-20.5463171592553
-173.3,-13.9305288824971,-20.7299791713756
-173.2,-13.8853592704072,-20.938309151521
-173.1,-13.8366655999651,-21.1310437497959
-173,-13.7756982901866,-21.2753904079379
-172.9,-13.7081533346508,-21.4047084518103
-172.8,-13.640889349617,-21.5799466971423
-172.7,-13.5787633403707,-21.8868571394077
-172.6,-13.5153782112233,-22.2854611944982
-172.5,-13.4401836473067,-22.6768425128551
-172.4,-13.3322813508849,-23.1029112695277
-172.3,-13.2241788148453,-23.4973655289157
-172.2,-13.1624889898196,-23.732798124189
-172.1,-13.133043543427,-23.8656179146109
-172,-13.1053038419266,-23.9773365954679
-171.9,-13.0520296198582,-24.1147827620811
-171.8,-12.952770590533,-24.2618835546961
-171.7,-12.8402566969497,-24.4361407582072
-171.6,-12.74319224464,-24.6750382454808
-171.5,-12.6475583710833,-25.004710623714
-171.4,-12.5528916619069,-25.3676189330168
-171.3,-12.4612321067876,-25.7616526032012
-171.2,-12.3746196954022,-26.2006260743221
-171.1,-12.2950944174275,-26.5101793624717
-171,-12.2172400351807,-26.6315121161087
-170.9,-12.1447959106995,-26.7085809540368
-170.8,-12.0997673973343,-26.8131562800147
-170.7,-12.0823529893434,-27.0058064005925
-170.6,-12.0703975143614,-27.2568102158931
-170.5,-12.0480242875273,-27.5071871982417
-170.4,-11.9834216169833,-27.7795270361269
-170.3,-11.8875915917825,-28.0386904909662
-170.2,-11.7865713673029,-28.2053284599784
-170.1,-11.660964256257,-28.2938356788392
-170,-11.5394448900556,-28.3779504809982
-169.9,-11.4637237912261,-28.5551340663719
-169.8,-11.4162234147119,-28.9556087842739
-169.7,-11.3726081105699,-29.294684596762
-169.6,-11.3153689777681,-29.3356463015722
-169.5,-11.2470033005144,-29.3356463015722
-169.4,-11.1802414696422,-29.3356463015722
-169.3,-11.1245981789149,-29.3356463015722
-169.2,-11.0768493021927,-29.3356463015722
-169.1,-11.0340778260466,-29.3356463015722
-169,-10.9936058998218,-29.356339504221
-168.9,-10.9527556728638,-29.4033317925177
-168.8,-10.9088492945178,-29.4293014566708
-168.7,-10.8592089141294,-29.2399260161759
-168.6,-10.8011566810438,-28.8219560392014
-168.5,-10.7313761342586,-28.3865263133877
