Azimuth,Vertical_dB,Horizontal_dB
-180,-9.44304262952411,-7.60190513875699
-179.9,-9.44304262952411,-7.60190513875699
-179.8,-9.44304262952411,-7.60190513875699
-179.7,-9.44304262952411,-7.60190513875699
-179.6,-9.44304262952411,-7.60190513875699
-179.5,-9.44304262952411,-7.60190513875699
-179.4,-9.44304262952411,-7.60190513875699
-179.3,-9.44304262952411,-7.60190513875699
-179.2,-9.44304262952411,-7.60190513875699
-179.1,-9.44304262952411,-7.60190513875699
-179,-9.44304262952411,-7.60190513875699
-178.9,-9.44304262952411,-7.60190513875699
-178.8,-9.44260038737259,-7.60243195036714
-178.7,-9.42977802473247,-7.61701837281757
-178.6,-9.40603990765488,-7.64137085430065
-178.5,-9.37889118190483,-7.66227309474742
-178.4,-9.33874641996336,-7.67930931352687
-178.3,-9.29692475422701,-7.69812883056545
-178.2,-9.26987907253063,-7.72493963709459
-178.1,-9.25278158061498,-7.76640783781536
-178,-9.23525533488814,-7.80701853091375
-177.9,-9.20664227191527,-7.83188054294296
-177.8,-9.16419849280582,-7.84849024566427
-177.7,-9.12514663273599,-7.8667959079054
-177.6,-9.10224625564578,-7.89780421330696
-177.5,-9.08595041192351,-7.94087571041449
-177.4,-9.0666914029728,-7.97802087706514
-177.3,-9.03325752056773,-7.99925327226022
-177.2,-8.98990616585271,-8.01540918717876
-177.1,-8.95500913591766,-8.0357969992807
-177,-8.93359654572033,-8.06863500343812
-176.9,-8.91625394077515,-8.10961297809982
-176.8,-8.89848367518092,-8.1496238261053
-176.7,-8.88128296065822,-8.18745541838134
-176.6,-8.86311358011765,-8.22528701065738
-176.5,-8.8390224352276,-8.26311860293341
-176.4,-8.80303058404511,-8.30095019520944
-176.3,-8.76143317377558,-8.33878178748548
-176.2,-8.72131178294632,-8.37589582086699
-176.1,-8.67441507725674,-8.40990972123163
-176,-8.62426460653335,-8.44839536504927
-175.9,-8.57778474482687,-8.50962664449677
-175.8,-8.541899866188,-8.60902996510244
-175.7,-8.52353434466745,-8.68014188607796
-175.6,-8.52247388414055,-8.68492719214942
-175.5,-8.52247388414055,-8.68492719214942
-175.4,-8.52247388414055,-8.68492719214942
-175.3,-8.50396117339641,-8.69194438451745
-175.2,-8.45589270081357,-8.7128841123411
-175.1,-8.41448738005204,-8.73876562483297
-175,-8.39422559568467,-8.77109797478881
-174.9,-8.378063142037,-8.81193066511623
-174.8,-8.35667112840502,-8.85210456895641
-174.7,-8.3193088759467,-8.88993616123245
-174.6,-8.27628707318068,-8.92776775350849
-174.5,-8.24553356959873,-8.96559934578452
-174.4,-8.22731814181983,-9.00343093806056
-174.3,-8.21066528348615,-9.04126253033659
-174.2,-8.18558262488134,-9.07909412261264
-174.1,-8.14482807974173,-9.11692571488867
-174,-8.10348280712891,-9.15475730716471
-173.9,-8.07739557819263,-9.19258889944074
-173.8,-8.06052843636378,-9.23042049171678
-173.7,-8.04268945256289,-9.26825208399283
-173.6,-8.01305816515291,-9.30608367626886
-173.5,-7.97030276889441,-9.3439152685449
-173.4,-7.93202546799722,-9.38174686082093
-173.3,-7.90884152202774,-9.41957845309697
-173.2,-7.89101153266668,-9.45741004537301
-173.1,-7.87363094081883,-9.49524163764905
-173,-7.85604567669109,-9.54102187063507
-172.9,-7.83847567965563,-9.58692825752644
-172.8,-7.81628556027398,-9.60549593753298
-172.7,-7.78271316342297,-9.60549593753298
-172.6,-7.74154388422852,-9.60549593753298
-172.5,-7.7017742956632,-9.60930011362893
-172.4,-7.66394270338716,-9.69533593215025
-172.3,-7.62611111111112,-9.82087154622943
-172.2,-7.5877799914845,-9.89403997593438
-172.1,-7.54617043786083,-9.93121763180476
-172,-7.50830851014238,-9.96413497202744
-171.9,-7.48250298061033,-10.0097374005528
-171.8,-7.46548582165277,-10.0699023358917
-171.7,-7.44785887949706,-10.128969661474
-171.6,-7.42028922931778,-10.1730980128098
-171.5,-7.38140302524691,-10.208095710041
-171.4,-7.3399887616671,-10.2453457939603
-171.3,-7.300029215101,-10.2961662824848
-171.2,-7.25884467887186,-10.357684734757
-171.1,-7.22520938567382,-10.4135436367216
-171,-7.20422230368202,-10.4538709795934
-170.9,-7.18807218020931,-10.4883837646711
-170.8,-7.16750621458518,-10.5281983178936
-170.7,-7.13441986326741,-10.5834209828301
-170.6,-7.0933745708323,-10.6450406546295
-170.5,-7.0534446554817,-10.6966846905562
-170.4,-7.01561306320567,-10.7363800025436
-170.3,-6.97778147092963,-10.7720602732857
-170.2,-6.93954699294217,-10.8087204929058
-170.1,-6.89797860217533,-10.8443100060873
-170,-6.85979577853981,-10.8819308595476
-169.9,-6.83347254097439,-10.928154551806
-169.8,-6.81629116650482,-10.9880238992233
-169.7,-6.79886206761102,-11.0474473426769
-169.6,-6.77058452984105,-11.0929289567608
-169.5,-6.72825882149791,-11.1303001428602
-169.4,-6.6889629734205,-11.16593725799
-169.3,-6.66623858035738,-11.2025418753344
-169.2,-6.65077376445291,-11.238296949138
-169.1,-6.63073001664266,-11.2783643334958
-169,-6.58455616851429,-11.3308528517881
-168.9,-6.51543134929992,-11.3925512125223
-168.8,-6.46452747180057,-11.4469609670976
-168.7,-6.44312573892536,-11.4862020379958
-168.6,-6.42772020749849,-11.5207439671234
-168.5,-6.40675770771654,-11.5616560075523
-168.4,-6.37248286453435,-11.6152023217819
-168.3,-6.33115422716955,-11.6750970507759
-168.2,-6.29162023847209,-11.7336603082731
-168.1,-6.25378864619606,-11.7937209902128
-168,-6.21595705392003,-11.8510605146308
-167.9,-6.17746533016886,-11.8976073134499
-167.8,-6.13582065422863,-11.9335716963981
