Azimuth,Vertical_dB,Horizontal_dB
-180,-27.7613453851646,-15.6843711090007
-179.9,-27.7613453851646,-15.6843711090007
-179.8,-27.7613453851646,-15.6843711090007
-179.7,-27.7613453851646,-15.6843711090007
-179.6,-27.7613453851646,-15.6843711090007
-179.5,-27.7613453851646,-15.6843711090007
-179.4,-27.7613453851646,-15.6843711090007
-179.3,-27.7613453851646,-15.6843711090007
-179.2,-27.7497006631624,-15.6843711090007
-179.1,-27.7454315711723,-15.6843711090007
-179,-27.7454315711723,-15.6843711090007
-178.9,-27.7454315711723,-15.6843711090007
-178.8,-27.7368692036713,-15.6849548732174
-178.7,-27.5144135880019,-15.701118206203
-178.6,-27.2020233295801,-15.728103388387
-178.5,-27.0647340370506,-15.75098031411
-178.4,-27.0304192412257,-15.7674779720872
-178.3,-26.9977976688792,-15.7882101027647
-178.2,-26.8248731295266,-15.8388610648877
-178.1,-26.1014214528247,-15.9823755198354
-178,-25.3342661543602,-16.1301116271742
-177.9,-25.0142181453751,-16.1966955051549
-177.8,-24.8429858263635,-16.2330004834444
-177.7,-24.6769813298804,-16.2715630930381
-177.6,-24.4488382788977,-16.3434061572333
-177.5,-24.1847779527076,-16.4449054030275
-177.4,-23.8812803445284,-16.5202069755103
-177.3,-23.4831211312814,-16.5523998542895
-177.2,-23.0131202759223,-16.575685187631
-177.1,-22.6375018313606,-16.5844502479688
-177,-22.3837412849186,-16.5844502479688
-176.9,-22.1787934371372,-16.5844502479688
-176.8,-22.0230795995578,-16.5844502479688
-176.7,-21.9225552197434,-16.5844502479688
-176.6,-21.8334435611676,-16.5844502479688
-176.5,-21.6866768374529,-16.5844502479688
-176.4,-21.3789640121129,-16.5844502479688
-176.3,-21.0392906402843,-16.5844502479688
-176.2,-20.8356382178575,-16.5844502479688
-176.1,-20.7173029802542,-16.5844502479688
-176,-20.6051251108973,-16.5844502479688
-175.9,-20.4350399948811,-16.5844502479688
-175.8,-20.1961455666835,-16.5844502479688
-175.7,-19.9853709783452,-16.5844502479688
-175.6,-19.8761003867343,-16.5844502479688
-175.5,-19.8084448711727,-16.5844502479688
-175.4,-19.7226388143911,-16.5844502479688
-175.3,-19.5168834754161,-16.5772947488796
-175.2,-19.2045772109394,-16.5549485291776
-175.1,-18.9859300920614,-16.5248343333315
-175,-18.9100792758707,-16.4820428024196
-174.9,-18.8592995144228,-16.4173572189304
-174.8,-18.7943170740004,-16.3315162021983
-174.7,-18.6855643192921,-16.1524058353454
-174.6,-18.5673905226946,-15.9458585748048
-174.5,-18.4901356075841,-15.8557468004821
-174.4,-18.4502097576451,-15.8369338205228
-174.3,-18.4147363256621,-15.8218985164313
-174.2,-18.3547782158302,-15.7627997995341
