Azimuth,Vertical_dB,Horizontal_dB
-180,-21.4676374380078,-16.1286314234462
-179.9,-21.4676374380078,-16.1286314234462
-179.8,-21.4676374380078,-16.1286314234462
-179.7,-21.4676374380078,-16.1286314234462
-179.6,-21.4676374380078,-16.1286314234462
-179.5,-21.4676374380078,-16.1286314234462
-179.4,-21.4676374380078,-16.1286314234462
-179.3,-21.4676374380078,-16.1286314234462
-179.2,-21.4676374380078,-16.1286314234462
-179.1,-21.4676374380078,-16.1286314234462
-179,-21.4676374380078,-16.1286314234462
-178.9,-21.4676374380078,-16.1286314234462
-178.8,-21.4645504896585,-16.1286314234462
-178.7,-21.3783794423775,-16.1286314234462
-178.6,-21.2316920821926,-16.1286314234462
-178.5,-21.0988131991235,-16.1275793510373
-178.4,-20.9795769674282,-16.1147211964842
-178.3,-20.8466176672386,-16.0935183511387
-178.2,-20.6758520452512,-16.0702159775245
-178.1,-20.445140316308,-16.0396324658866
-178,-20.197984306552,-16.0031016453269
-177.9,-19.9764905796346,-15.9606478209124
-177.8,-19.7666965679847,-15.9079789719921
-177.7,-19.554783880178,-15.8579503195134
-177.6,-19.3067592996356,-15.8219298090734
-177.5,-19.0300612460419,-15.7931088985064
-177.4,-18.8527602953188,-15.7586636993064
-177.3,-18.8104780225625,-15.7031891212577
-177.2,-18.7888818903975,-15.6311128870264
-177.1,-18.7495851548661,-15.5651170762098
-177,-18.5316263204525,-15.5016815576001
-176.9,-18.1653812262644,-15.445379796096
-176.8,-17.8718395793617,-15.4261306320566
-176.7,-17.6620585787742,-15.4261306320566
-176.6,-17.4863184908,-15.4261306320566
-176.5,-17.361619568104,-15.424683091912
-176.4,-17.2809012514198,-15.40589604456
-176.3,-17.2090212652053,-15.3839941587095
-176.2,-17.1085800079049,-15.3792972459639
-176.1,-16.9657502955201,-15.3792972459639
-176,-16.8279999968855,-15.3792972459639
-175.9,-16.7392729942275,-15.3743745972601
-175.8,-16.6770666891214,-15.3523471678099
-175.7,-16.6168636957834,-15.3337806700248
-175.6,-16.5459259153978,-15.3324638598713
-175.5,-16.4705725241368,-15.3324638598713
-175.4,-16.3787705515628,-15.3324638598713
-175.3,-16.2369142847994,-15.3324638598713
-175.2,-16.0496412410942,-15.3324638598713
-175.1,-15.8958238701517,-15.3324638598713
-175,-15.7992052950905,-15.3324638598713
-174.9,-15.7212957254674,-15.3324638598713
-174.8,-15.6517907104443,-15.3340211500345
-174.7,-15.5883305322449,-15.4285255551966
-174.6,-15.5311259880301,-15.5670826762672
-174.5,-15.4772989515306,-15.6134641764271
-174.4,-15.423971296477,-15.6134641764271
-174.3,-15.3682648965998,-15.6134641764271
-174.2,-15.3074843134494,-15.6146894334727
-174.1,-15.2423191208523,-15.6269431878188
-174,-15.1756977295731,-15.6484936638424
-173.9,-15.1092496023971,-15.6809088410116
-173.8,-15.0410034585052,-15.7451281202462
-173.7,-14.9767432719664,-15.8231369231902
-173.6,-14.9165731209959,-15.9034254475078
-173.5,-14.8555654569708,-15.9961773150753
-173.4,-14.8191652763638,-16.0720201901633
-173.3,-14.8136150683539,-16.112383441169
-173.2,-14.8093407766549,-16.1398936615406
-173.1,-14.8053497896765,-16.1732466565713
-173,-14.80163285268,-16.2255260653047
-172.9,-14.7981807109268,-16.2930862792494
-172.8,-14.7949841096781,-16.3697049996235
-172.7,-14.7920337941953,-16.4695131647828
-172.6,-14.7893205097395,-16.5780000281081
-172.5,-14.7868350015722,-16.6572786683165
-172.4,-14.7845680149546,-16.6998918234474
-172.3,-14.782510295148,-16.7411888827955
-172.2,-14.7806525874137,-16.836352452377
-172.1,-14.778985637013,-17.1393088861666
-172,-14.7775001892072,-17.49753427971
-171.9,-14.7761869892576,-17.7185185431746
-171.8,-14.7750367824255,-17.871366250127
-171.7,-14.7740403139722,-18.0021242517153
-171.6,-14.773188329159,-18.1261487237397
-171.5,-14.7724715732471,-18.2372478911828
-171.4,-14.771880791498,-18.3492805488056
-171.3,-14.7714067291728,-18.4718583711247
-171.2,-14.7710401315329,-18.6002167431515
-171.1,-14.7707717438395,-18.7381529231047
-171,-14.7705923113541,-18.8785286469078
-170.9,-14.7704925793378,-19.0300502691042
-170.8,-14.7704632267595,-19.2309063522869
-170.7,-14.7704632267595,-19.6249161940477
-170.6,-14.7704632267595,-20.1153314609601
-170.5,-14.7714477624136,-20.4247102772407
-170.4,-14.8050507546971,-20.5559997052323
-170.3,-14.8667583661717,-20.6613676040543
-170.2,-14.9337845200768,-20.8369818046548
-170.1,-15.0290804618101,-21.165581915615
-170,-15.1185326478945,-21.5558173409001
-169.9,-15.1556766534648,-21.89660412959
-169.8,-15.1700020651067,-22.2104118826255
-169.7,-15.1835791370844,-22.5159964319588
-169.6,-15.2099769229002,-22.815271036782
-169.5,-15.2552055285714,-23.1046794149389
-169.4,-15.3160152393319,-23.399539551679
-169.3,-15.3887139691011,-23.7082709113092
-169.2,-15.4696096317984,-24.0260866603737
-169.1,-15.555010141343,-24.3704418758362
-169,-15.6412234116543,-24.8098637095342
-168.9,-15.7245573566515,-25.3047933416002
-168.8,-15.801320141819,-25.6371091553218
-168.7,-15.8734275469211,-25.7687603353651
-168.6,-15.945488148349,-25.8586431468516
-168.5,-16.0180569763614,-25.9881180863563
-168.4,-16.0916890612172,-26.2209831457977
-168.3,-16.1669394331749,-26.511140597002
-168.2,-16.244689129771,-26.7863366378361
-168.1,-16.3285171592816,-27.04359537516
-168,-16.4119324191021,-27.3045457729267
-167.9,-16.487450878467,-27.5881104523059
-167.8,-16.5610790076955,-27.9261407215578
-167.7,-16.6233406703475,-28.2202818693602
-167.6,-16.6657723407795,-28.3861804630277
-167.5,-16.704725757975,-28.5118760556089
-167.4,-16.7429136941947,-28.5816528808584
-167.3,-16.7802677219122,-28.5863121240899
-167.2,-16.8167194136008,-28.5863121240899
-167.1,-16.8522003417341,-28.5863121240899
-167,-16.8866420787857,-28.5863121240899
-166.9,-16.9199761972289,-28.5863121240899
-166.8,-16.9521342695373,-28.5863121240899
-166.7,-16.9830478681844,-28.5863121240899
-166.6,-17.0126485656437,-28.5863121240899
-166.5,-17.0408679343887,-28.5847785340316
-166.4,-17.0676375468929,-28.438043127178
-166.3,-17.0928889756298,-28.1238733399094
-166.2,-17.1165537930728,-27.7258661470359
-166.1,-17.1385635716956,-26.9985400903373
-166,-17.1588498839715,-26.1611831137559
-165.9,-17.1773443023741,-25.6117893273912
-165.8,-17.1939783993769,-25.2626545523508
-165.7,-17.2086837474534,-24.9557114990919
-165.6,-17.2213919190771,-24.610158936691
-165.5,-17.2320344867214,-24.257146833901
-165.4,-17.2405430228599,-23.8671570217881
-165.3,-17.2468490999662,-23.3430999378715
-165.2,-17.2508842905135,-22.649301636473
-165.1,-17.2525801669756,-22.1290935895872
-165,-17.2526326896697,-21.9668086086873
-164.9,-17.2526326896697,-21.8855799521495
-164.8,-17.2526326896697,-21.7620543636002
-164.7,-17.2012553005767,-21.3132575958534
-164.6,-17.0796746052488,-20.5447326015418
-164.5,-16.9657891799655,-19.8899901813634
-164.4,-16.8860123104243,-19.4106721725704
-164.3,-16.8092768656797,-19.0066364526453
-164.2,-16.7160399042805,-18.7643929850882
-164.1,-16.5896345638128,-18.6471529596179
-164,-16.4492269446015,-18.5547428352388
-163.9,-16.3206657062276,-18.4093458362123
-163.8,-16.1959629043709,-18.1660558538758
-163.7,-16.0832677874468,-17.893373547299
-163.6,-15.9934312692671,-17.670863724923
-163.5,-15.9079352978856,-17.4929093637014
-163.4,-15.8531502257557,-17.2981827468848
-163.3,-15.8476311068904,-17.0192058745946
-163.2,-15.8476311068904,-16.6343754691995
-163.1,-15.8476311068904,-16.2241402950387
-163,-15.8174945948183,-15.8283184785832
-162.9,-15.7117161875368,-15.4200822590573
-162.8,-15.5803763278144,-15.0809422453188
-162.7,-15.4216001843525,-14.8240336978042
-162.6,-15.2290851552272,-14.6075844875774
-162.5,-15.0962911885585,-14.4879748002423
-162.4,-15.0433649688109,-14.4509139298623
-162.3,-15.0060068292358,-14.4278322697384
-162.2,-14.9423512067395,-14.3842545948509
-162.1,-14.7615762991511,-14.2297181344348
-162,-14.5405557004858,-14.0422129288714
-161.9,-14.4217708998175,-13.9666065328263
-161.8,-14.3758218034097,-13.9524639704623
-161.7,-14.3361032668898,-13.9405757224311
-161.6,-14.2583110657097,-13.8811418322865
-161.5,-14.1013964828515,-13.6208504968807
-161.4,-13.934072618276,-13.3624873948311
-161.3,-13.8270995857288,-13.3053354448447
-161.2,-13.7533984369173,-13.2937805024488
-161.1,-13.6747531000128,-13.2793408617381
-161,-13.5527703199486,-13.1764359748473
-160.9,-13.3885338928249,-12.9129926384645
-160.8,-13.2416515659076,-12.7180757490505
-160.7,-13.149732886671,-12.6871610323187
-160.6,-13.0780821217451,-12.6694003524151
-160.5,-12.9920932113496,-12.6629618632444
-160.4,-12.8505684003255,-12.6887129474155
-160.3,-12.6820688479438,-12.7357197774419
-160.2,-12.5583162596208,-12.7547881373382
-160.1,-12.4887624357209,-12.6328246784406
-160,-12.4320132983376,-12.4057450339147
-159.9,-12.3602830170032,-12.1861460621909
-159.8,-12.2630427957573,-11.9315078562975
-159.7,-12.1585238306951,-11.7036372787317
-159.6,-12.0621708770614,-11.6126180862599
-159.5,-11.9551721574531,-11.5791940584219
-159.4,-11.8776025937892,-11.553662239186
-159.3,-11.8711133865348,-11.5190027809772
-159.2,-11.8927884214022,-11.4785710934186
-159.1,-11.9119419203423,-11.4346024473231
-159,-11.8250918084435,-11.3879056503792
-158.9,-11.5072093317752,-11.3392895102753
-158.8,-11.233371330702,-11.2895628347
-158.7,-11.1576850126973,-11.2395344313417
-158.6,-11.1142406470737,-11.190013107889
-158.5,-11.0731282901674,-11.1418076720304
-158.4,-11.0282040500494,-11.0957269314544
-158.3,-10.9833153913295,-11.0525796938494
-158.2,-10.9238949946966,-11.0131747669041
-158.1,-10.8132555097718,-10.9783209583068
-158,-10.6794277826907,-10.9488270757461
-157.9,-10.5878924306179,-10.925590553806
-157.8,-10.5392909557898,-10.909685829178
-157.7,-10.4973254054138,-10.8952918749834
-157.6,-10.4346667545394,-10.8749417683517
-157.5,-10.3338824838536,-10.846574893105
-157.4,-10.2257972954173,-10.8105884746529
-157.3,-10.1437967140207,-10.761678315926
-157.2,-10.0783448496205,-10.6843991083162
-157.1,-10.0168318550678,-10.6161688636251
-157,-9.9519257148887,-10.5881351278462
-156.9,-9.88648728500583,-10.5725964073942
-156.8,-9.82104885512296,-10.5590254738032
-156.7,-9.75432680335158,-10.5403429920877
-156.6,-9.68664333340247,-10.5196336194887
-156.5,-9.62401463123704,-10.5087178594705
-156.4,-9.56907623319753,-10.5086250923288
-156.3,-9.51837575512198,-10.5086250923288
-156.2,-9.47043943704276,-10.5086250923288
-156.1,-9.42381841254999,-10.5086250923288
-156,-9.37706381523375,-10.5086250923288
-155.9,-9.32868469878984,-10.5086250923288
-155.8,-9.27734798477324,-10.5086250923288
-155.7,-9.2273853430308,-10.5086250923288
-155.6,-9.18420158724799,-10.5086250923288
-155.5,-9.14395986089839,-10.5086250923288
-155.4,-9.10467967612896,-10.5086250923288
-155.3,-9.06654817818432,-10.5086250923288
-155.2,-9.02975251230906,-10.5086250923288
-155.1,-8.99447982374782,-10.5086250923288
-155,-8.9609172577452,-10.5086250923288
