Azimuth,Vertical_dB,Horizontal_dB
-180,-6.12855492244381,-15.2841249162258
-179.9,-6.12855492244381,-15.2841249162258
-179.8,-6.12855492244381,-15.2841249162258
-179.7,-6.12855492244381,-15.2841249162258
-179.6,-6.12855492244381,-15.2841249162258
-179.5,-6.12855492244381,-15.2841249162258
-179.4,-6.12855492244381,-15.2841249162258
-179.3,-6.12855492244381,-15.2841249162258
-179.2,-6.12855492244381,-15.2841249162258
-179.1,-6.12855492244381,-15.2841249162258
-179,-6.12855492244381,-15.2684497542314
-178.9,-6.12855492244381,-15.2570639651061
-178.8,-6.12916716296371,-15.2537474939327
-178.7,-6.14611895121691,-15.2537474939327
-178.6,-6.1744204837513,-15.2537474939327
-178.5,-6.19871227670295,-15.2509200493335
-178.4,-6.21851112555475,-15.2163637589723
-178.3,-6.24038245616716,-15.1593811121062
-178.2,-6.27056726068408,-15.0936401418395
-178.1,-6.31432492196527,-14.9972545942183
-178,-6.36270368238145,-14.902862172422
-177.9,-6.40884728151275,-14.8444665547698
-177.8,-6.45711306918335,-14.8041404816777
-177.7,-6.49828849628026,-14.76270859285
-177.6,-6.52568359905612,-14.7041436336849
-177.5,-6.54660273081307,-14.6327133088529
-177.4,-6.56668401152878,-14.5674816053366
-177.3,-6.58724106491509,-14.5214561084858
-177.2,-6.60751358873148,-14.4827071378166
-177.1,-6.63280762521461,-14.4340318738249
-177,-6.67097071112728,-14.3507896666112
-176.9,-6.71859376276115,-14.2501851188776
-176.8,-6.7652227923459,-14.1746239866028
-176.7,-6.81317564334015,-14.1291797342952
-176.6,-6.85887700034689,-14.0903718527901
-176.5,-6.89192750812069,-14.0404053046346
-176.4,-6.91282343987933,-13.9666764239001
-176.3,-6.93232418356047,-13.8954638645196
-176.2,-6.96218396032031,-13.8548860307765
-176.1,-7.00997854319814,-13.825791163144
-176,-7.05761810517847,-13.8082730346782
-175.9,-7.08721418357607,-13.8261475825942
-175.8,-7.10665869418655,-13.9149456575652
-175.7,-7.12765341377203,-13.9897918517613
-175.6,-7.16288752435625,-13.9109391479704
-175.5,-7.21277640916304,-13.6305068427946
-175.4,-7.25661947896737,-13.3843920758618
-175.3,-7.28180913564184,-13.2947735785287
-175.2,-7.30061076547152,-13.2355282370773
-175.1,-7.32390800132868,-13.1777943493765
-175,-7.36475258291371,-13.1089029357627
-174.9,-7.41511868891475,-13.0403325596555
-174.8,-7.45371654123944,-12.9817337881344
-174.7,-7.47790052020834,-12.9374400736704
-174.6,-7.49788048007601,-12.8970927483399
-174.5,-7.51866949860383,-12.8478838562379
-174.4,-7.53853268619413,-12.7842851566371
-174.3,-7.56004758453755,-12.7144446513277
-174.2,-7.58922471236675,-12.6465492144373
-174.1,-7.63216616184496,-12.5766198000838
-174,-7.68057025247314,-12.5109888937594
-173.9,-7.72665586031907,-12.45873283642
-173.8,-7.77502398204619,-12.4176234335682
-173.7,-7.81714328521462,-12.3751587051554
-173.6,-7.84809625138004,-12.315612762004
-173.5,-7.87557689935391,-12.2388710370996
-173.4,-7.8902166496516,-12.1772372059486
-173.3,-7.89066107417959,-12.1488580032921
-173.2,-7.89066107417959,-12.1306449775981
-173.1,-7.89066107417959,-12.108618253277
-173,-7.90680572642431,-12.0716469377207
-172.9,-7.93843468607826,-12.0243780748227
-172.8,-7.95359343674159,-11.9775205427479
-172.7,-7.95359343674159,-11.9357796302855
-172.6,-7.95359343674159,-11.8931927466396
-172.5,-7.95684925703697,-11.8429880677654
-172.4,-8.02751574913533,-11.7760950352526
-172.3,-8.11831281206611,-11.7051758885734
-172.2,-8.14239052442756,-11.6483473793699
-172.1,-8.14239052442756,-11.6035062226504
-172,-8.14239052442756,-11.5621951132254
-171.9,-8.14586040020938,-11.5178217335636
-171.8,-8.1678210569574,-11.469427196044
-171.7,-8.19639778415227,-11.4268607060755
-171.6,-8.22065025588781,-11.3989064865004
-171.5,-8.24858889528268,-11.3796678019556
-171.4,-8.27762929034192,-11.3582477519244
-171.3,-8.30374781830634,-11.3253733127693
-171.2,-8.32292085641673,-11.2814806978321
-171.1,-8.3311247819139,-11.230858699554
-171,-8.33118761211354,-11.1652028125373
-170.9,-8.33118761211354,-11.0889751968531
-170.8,-8.33119996568857,-11.0357697206827
-170.7,-8.336725818335,-11.0114233821968
-170.6,-8.34955979900638,-10.9935196383915
-170.5,-8.36567828494353,-10.968466505205
-170.4,-8.38105765338725,-10.9240645785517
-170.3,-8.39167428157834,-10.8743476496984
-170.2,-8.39411997467553,-10.8395725567518
-170.1,-8.39411997467553,-10.8166357288642
-170,-8.39411997467553,-10.7968509925591
-169.9,-8.39411997467553,-10.7759283376509
-169.8,-8.39411997467553,-10.7561641188175
-169.7,-8.39411997467553,-10.7336962617122
-169.6,-8.39411997467553,-10.7019110948487
-169.5,-8.39411997467553,-10.6570528720417
-169.4,-8.39411997467553,-10.6088358631222
-169.3,-8.40437758787076,-10.5624928449789
-169.2,-8.43537604236178,-10.5145043145718
-169.1,-8.45667461783785,-10.4748684577608
-169,-8.45705233723752,-10.4486741619731
-168.9,-8.45705233723752,-10.4281320523289
-168.8,-8.45705233723752,-10.4077963714064
-168.7,-8.45705233723752,-10.3807640996098
-168.6,-8.45705233723752,-10.3545844427494
-168.5,-8.45658763495469,-10.3450232140973
-168.4,-8.43491974498753,-10.3450232140973
-168.3,-8.40401703869791,-10.3450232140973
-168.2,-8.39411997467553,-10.3407217628138
-168.1,-8.39411997467553,-10.2758244469496
-168,-8.39411997467553,-10.1885709030819
-167.9,-8.39411997467553,-10.1436594663972
-167.8,-8.39411997467553,-10.1210651777287
-167.7,-8.39411997467553,-10.1024100807948
-167.6,-8.39411997467553,-10.0810657381028
-167.5,-8.39411997467553,-10.059082515564
-167.4,-8.39411997467553,-10.0370992930252
-167.3,-8.39411997467553,-10.0123175665404
-167.2,-8.39411997467553,-9.9841378361398
-167.1,-8.39411997467553,-9.96785595962222
-167,-8.38129671684838,-9.96742903872534
-166.9,-8.34982603483348,-9.96742903872534
-166.8,-8.33121101438975,-9.96742903872534
-166.7,-8.33118761211354,-9.94541788036197
-166.6,-8.33118761211354,-9.89307320598018
-166.5,-8.33118761211354,-9.83578749354213
-166.4,-8.33118761211354,-9.76552850808576
-166.3,-8.33118761211354,-9.69115870061534
-166.2,-8.33118761211354,-9.64520274723694
-166.1,-8.33118761211354,-9.62107795287976
-166,-8.33118761211354,-9.60231245240756
-165.9,-8.32815886410541,-9.58148622981957
-165.8,-8.30142218159902,-9.5595030072808
-165.7,-8.27302456090511,-9.53751978474201
-165.6,-8.26825524955155,-9.51609723346816
-165.5,-8.26825524955155,-9.49632248450379
-165.4,-8.26825524955155,-9.47352851901194
-165.3,-8.25989597408569,-9.43921962972883
-165.2,-8.2294980627354,-9.38964339211026
-165.1,-8.20627540435508,-9.34485065647168
-165,-8.20532288698955,-9.31766871233861
-164.9,-8.20532288698955,-9.29688350503116
-164.8,-8.20532288698955,-9.2767257632612
-164.7,-8.20532288698955,-9.25699278041953
-164.6,-8.20532288698955,-9.23743203794129
-164.5,-8.20532288698955,-9.20994381315524
-164.4,-8.20532288698955,-9.15249554623674
-164.3,-8.20532288698955,-9.07578870103428
-164.2,-8.20532288698955,-9.01296231733278
-164.1,-8.20532288698955,-8.966983298541
-164,-8.20532288698955,-8.9255441774617
-163.9,-8.20532288698955,-8.88260578242061
-163.8,-8.20532288698955,-8.83863933734306
-163.7,-8.20532288698955,-8.79467289226549
-163.6,-8.20532288698955,-8.75070644718794
-163.5,-8.20532288698955,-8.70674000211038
-163.4,-8.20532288698955,-8.66277355703283
-163.3,-8.20532288698955,-8.61728651610254
-163.2,-8.20532288698955,-8.56902072843191
-163.1,-8.20532288698955,-8.52784530133502
-163,-8.19456846689026,-8.501518224448
-162.9,-8.16345081565874,-8.48257981147347
-162.8,-8.1426641999534,-8.46019771999022
-162.7,-8.14239052442756,-8.42772458203555
-162.6,-8.14239052442756,-8.38516361492398
-162.5,-8.14239052442756,-8.32946049075446
-162.4,-8.14239052442756,-8.22090794404834
-162.3,-8.14239052442756,-8.08584234197313
-162.2,-8.14239052442756,-8.01058674418113
-162.1,-8.14239052442756,-7.97875426198726
-162,-8.14239052442756,-7.95828628796958
-161.9,-8.14239052442756,-7.95359343674159
-161.8,-8.14239052442756,-7.95359343674159
-161.7,-8.14239052442756,-7.95359343674159
-161.6,-8.14239052442756,-7.92971968686292
-161.5,-8.14239052442756,-7.76336711142779
-161.4,-8.14239052442756,-7.59840972407012
-161.3,-8.14239052442756,-7.57599926136963
-161.2,-8.14239052442756,-7.57599926136963
-161.1,-8.14239052442756,-7.57599926136963
-161,-8.14379409140935,-7.56427967209709
-160.9,-8.14999866666996,-7.51886033938542
-160.8,-8.16023932172618,-7.45900929931134
-160.7,-8.1735101508882,-7.38247184909899
-160.6,-8.18880524846622,-7.28181258810748
-160.5,-8.20511870877045,-7.19913575122587
-160.4,-8.22144462611108,-7.14877320854807
-160.3,-8.23677709479832,-7.10829452607078
-160.2,-8.25011020914237,-7.06709603289448
-160.1,-8.26043806345343,-7.02544322614665
-160,-8.2667547520417,-6.98269198561084
-159.9,-8.26825524955155,-6.93152280022954
-159.8,-8.26825524955155,-6.85838394336056
-159.7,-8.26825524955155,-6.78643597917197
-159.6,-8.26825524955155,-6.74637542945791
-159.5,-8.26825524955155,-6.72693991583401
-159.4,-8.26825524955155,-6.70801929304824
-159.3,-8.26825524955155,-6.6712383120427
-159.2,-8.26825524955155,-6.60447850854133
-159.1,-8.26825524955155,-6.52874133413659
-159,-8.2858953317452,-6.46170623615071
-158.9,-8.34702855286972,-6.39575656853437
-158.8,-8.39254895503185,-6.32980690091804
-158.7,-8.39411997467553,-6.26168469526727
-158.6,-8.39411997467553,-6.19235575891958
-158.5,-8.39411997467553,-6.13130161662196
-158.4,-8.40564582218336,-6.0849754297488
-158.3,-8.43258267145272,-6.04486727951732
-158.2,-8.45893531708347,-5.99807165646139
-158.1,-8.48091853962224,-5.93323857811012
-158,-8.50290176216102,-5.86172852824514
-157.9,-8.52523683887451,-5.8025665352459
-157.8,-8.55344653129736,-5.75922900009928
-157.7,-8.57733224797211,-5.71857554106364
-157.6,-8.58291706236151,-5.66738353896865
-157.5,-8.58291706236151,-5.59879439545975
-157.4,-8.58291706236151,-5.52882999513159
-157.3,-8.58638693814332,-5.4743754991151
-157.2,-8.60834759489135,-5.43040002772124
-157.1,-8.63692432208621,-5.38907098450612
-157,-8.65899914116637,-5.3454621715733
-156.9,-8.67885064067313,-5.30149572649574
-156.8,-8.70235251321862,-5.25752928141819
-156.7,-8.73668626166264,-5.21356283634062
-156.6,-8.78291687535633,-5.16959639126307
-156.5,-8.83061280562875,-5.12562994618551
-156.4,-8.87750792447872,-5.08166350110796
-156.3,-8.92480211758867,-5.0376970560304
-156.2,-8.96186147687833,-4.99373061095284
-156.1,-8.98660206916312,-4.94976416587528
-156,-9.0067178713392,-4.90579772079773
-155.9,-9.02748179803735,-4.86183127572017
-155.8,-9.04946502057613,-4.81786483064263
-155.7,-9.07144824311491,-4.77389838556506
-155.6,-9.09343146565368,-4.72993194048751
-155.5,-9.11541468819246,-4.68596549540995
-155.4,-9.13739791073124,-4.64199905033239
-155.3,-9.15938113327002,-4.59803260525484
-155.2,-9.1813643558088,-4.55406616017727
-155.1,-9.20334757834758,-4.51009971509972
-155,-9.22461198925772,-4.4646956467649
-154.9,-9.24442965483844,-4.41639808777123
-154.8,-9.26768730795413,-4.37498050384752
-154.7,-9.30144303317148,-4.34736892610352
-154.6,-9.34739754755426,-4.32637973821736
-154.5,-9.39523814952327,-4.30633359412431
-154.4,-9.4419843451744,-4.28641452774226
-154.3,-9.4894617119032,-4.26706449644192
-154.2,-9.52711397467741,-4.24034343743121
-154.1,-9.55214524923803,-4.17296285613968
-154,-9.57234134818617,-4.08638182940076
-153.9,-9.59293487185949,-4.05178695789807
-153.8,-9.6119756212712,-4.05178695789807
-153.7,-9.63254720204571,-4.05178695789807
-153.6,-9.6646202246446,-4.04836979086815
-153.5,-9.73485694684436,-3.99868727301269
-153.4,-9.81231875015972,-3.93937131366976
-153.3,-9.85355558874859,-3.92592223277409
-153.2,-9.87282631125037,-3.92592223277409
-153.1,-9.89189772116964,-3.92592223277409
-153,-9.93214554726455,-3.91734172036854
-152.9,-10.0091735526062,-3.87175100115699
-152.8,-10.0801723523273,-3.81482161058549
-152.7,-10.1129159215062,-3.767701176751
-152.6,-10.1336275421671,-3.7196037264322
-152.5,-10.1526090188827,-3.67943817870211
-152.4,-10.1726078776821,-3.65286309760523
-152.3,-10.1918329043862,-3.63220356433536
-152.2,-10.2181113819265,-3.61196111109924
-152.1,-10.2761592302395,-3.58521800064936
-152,-10.3565521009446,-3.55870170527139
-151.9,-10.4113430894575,-3.54832805740213
-151.8,-10.4368315357782,-3.54832805740213
-151.7,-10.4558561643192,-3.54832805740213
-151.6,-10.4760814732156,-3.54832805740213
-151.5,-10.495965901998,-3.54832805740213
-151.4,-10.5173968487816,-3.54832805740213
-151.3,-10.5463305735696,-3.54529930939401
-151.2,-10.5890576570822,-3.5185626268876
-151.1,-10.6374577672485,-3.49016500619371
-151,-10.6835382466134,-3.48539569484014
-150.9,-10.7319216388398,-3.48539569484014
-150.8,-10.7742665980112,-3.48539569484014
-150.7,-10.801940985066,-3.48539569484014
-150.6,-10.8211193113342,-3.48539569484014
-150.5,-10.8426893885925,-3.48539569484014
